record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 14097,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14151,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14208,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14270,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14308,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14332,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14347,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14409,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14416,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14430,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14449,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14482,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14489,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14521,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14589,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14590,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14608,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14676,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14682,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14701,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14762,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14765,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14781,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14788,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14791,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14831,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14876,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14898,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14941,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15004,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15075,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15078,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15082,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15083,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15094,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15112,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15116,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15159,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15190,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15208,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15219,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15285,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15297,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15302,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15324,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15328,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15403,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15467,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15483,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15551,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15558,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15560,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15607,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15644,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15685,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15699,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15755,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15772,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15777,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15810,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15885,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15958,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15961,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16018,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16030,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16089,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16142,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16146,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16225,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16251,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16272,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16312,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16325,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16353,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16381,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16396,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16402,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16424,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16451,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16505,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16575,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16633,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16647,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16653,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16761,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16787,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16802,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16900,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16931,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16964,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16983,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17081,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17090,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17107,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17161,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17187,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17224,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17231,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17248,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17258,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17309,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17339,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17364,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17367,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17370,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17422,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17425,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17442,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17465,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17606,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17625,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17640,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17670,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17683,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17749,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17767,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17801,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17956,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17962,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17987,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17993,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18094,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18108,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18214,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18245,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18275,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18296,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18342,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18368,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18406,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18410,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18497,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18548,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18550,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18583,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18615,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18643,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18648,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18654,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18668,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18669,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18674,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18678,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18682,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18718,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18743,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18823,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18879,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18883,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18968,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19014,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19029,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19079,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19082,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19121,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19200,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19202,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19251,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19263,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19284,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19334,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19385,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19413,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19426,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19442,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19447,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19473,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19475,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19531,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19626,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19631,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19632,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19671,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19680,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19691,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19728,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19771,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19776,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19783,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19789,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19852,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19934,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19944,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19950,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19957,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20044,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20071,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20075,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20151,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20154,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20158,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20197,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20211,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20214,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20377,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20417,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20467,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20503,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20519,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20538,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20566,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20620,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20630,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20670,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20743,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20751,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20753,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20792,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20819,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20820,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20822,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20929,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21039,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21049,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21074,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21119,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21164,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21198,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21234,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21235,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21239,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21286,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21289,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21296,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21303,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21307,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21323,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21325,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21416,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21516,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21558,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21564,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21622,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21632,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21664,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21689,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21718,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21741,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21785,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21839,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21843,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21884,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21885,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21893,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21953,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21991,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22006,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22083,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22099,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22156,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22172,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22211,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22253,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22399,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22411,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22446,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22503,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22524,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22552,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22602,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22624,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22625,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22690,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22696,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22706,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22761,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22806,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22807,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22831,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22903,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23011,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23025,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23049,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23100,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23102,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23120,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23122,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23149,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23196,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23211,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23214,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23228,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23276,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23296,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23304,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23370,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23388,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23390,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23438,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23458,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23466,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23585,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23684,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23685,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23754,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23801,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23807,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23811,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23821,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23836,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
